Português,Inglês
O quê aconteceu?,What happened?
Identifique-se.,Identify yourself.
"Ah, obrigado.",Ah thank you.
Poder.,Power.
Você é um babaca.,You are an asshole.
"Não, não pode ser.","No, it can't be."
Gostaria de saber.,I wonder.
Eu não bebo.,I do not drink.
Woody!,Woody!
Como desejar.,As you wish.
Ele é perigoso.,He is dangerous.
Não quero falar disso.,I do not want to talk about this.
Diga-me a verdade.,Tell me the truth.
Bom-dia.,Good morning.
Agradeço muito.,Thank you very much.
Freddie!,Freddie!
Quem faz isso?,Who does this?
O que eles disseram?,What did they say?
Venha logo.,Come soon.
Não façam isso.,Do not do it.
Não concordo.,I do not agree.
Gosto dele.,I like him.
Não se preocupe com ele.,Don't worry about him.
É um truque.,It's a trick.
Sejam bem-vindos.,Be welcome.
Fiquem aí.,Stay there.
"Não, não disse.","No, I didn't say."
Matá-lo?,Kill it?
Na minha casa.,At home.
Resposta errada.,Wrong answer.
Dor.,Pain.
"Por favor, não me machuque.",Please do not hurt me.
"Talvez sim, talvez não.",Maybe yes maybe no.
Doce.,Sweet.
Olhe em volta.,Look around.
Você fez o quê?,You did what?
Marchem!,Marchem!
O que é isso tudo?,What is all this?
Que nojento.,That's nasty.
Não me agradeça.,Don't thank me.
Estou interrompendo?,Am I interrupting?
É o que estou dizendo.,That's what I'm saying.
Nem todos.,Not all.
Fugir?,To escape?
Estou muito bem.,I am really well.
Escutou?,Heard?
"Sim, estava.","Yes, it was."
Gohan!,Gohan!
Cuide dele.,Take care of him.
é?,It is?
Que diabos é isto?,What the hell is this?
Deixe-me dar uma olhada.,Let me take a look.
Não é óbvio?,It is not obvious?
Watson.,Watson.
Tenho uma surpresa para você.,I have a surprise for you.
Fim de jogo.,End of the game.
Ha ha!,Ha ha!
Está doido?,You are crazy?
Não há nada que possamos fazer.,We can not do anything with it.
"Não, eu não vou.","No, I won't."
"Por favor, me perdoe.",Please forgive me.
Estou entrando.,I'm going in.
"Sim, você está.",Yes you are.
Eu não quero saber.,I do not want to know.
Vai me matar?,Will kill me?
Não posso falar.,I can not talk.
Não consegue dormir?,Can't sleep?
Qual é o problema com você?,What is the problem with you?
Eu vou fazer isso.,I'll do it.
K!,K!
Está legal.,It's cool.
Sheila.,Sheila.
Você fez a coisa certa.,You did the right thing.
Isso não é nada bom.,This is not good at all.
Meg.,Meg.
É casado?,Is married?
Tenha dó.,Have pity.
O que estão olhando?,What are you looking at?
"Obrigada, obrigada.",Thank you thank you.
Estou do seu lado.,I'm by your side.
É patético.,It is pathetic.
Saia de perto de mim!,Stay away from me!
Tessa!,Tessa!
Ela não sabe.,She does not know.
Nano,Nano
Diversão.,Fun.
Testando.,Testing.
Sardinha,Sardine
As coisas mudaram.,Things have changed.
Vai sair?,Will leave?
Vou tomar um banho.,I am going to take a bath.
Qual era o nome dele?,What was his name?
Vou sair daqui.,I will leave here.
Não vou mentir.,I will not lie.
"Espera, o quê?","Wait, what?"
Venha para cá.,Come here.
Abra o portão.,Open the gate.
Menina.,Girl.
Deb.,Deb.
Seu tolo!,You fool!
Fodam-se!,Fuck!
"Estou bem, obrigada.",I am well thank you.
"Tchau, querido.","Bye, dear."
Por que veio aqui?,Why did you come here?
June.,June.
Eu não quis dizer isso.,I did not mean that.
Ainda estou aqui.,I'm still here.
Né?,Huh?
Não sei onde ele está.,I do not know where he is.
Você deve ir.,You should go.
Ruim.,Bad.
Que diferença isso faz?,What difference does this make?
Algumas.,Some.
Não quero ouvir.,I don't want to hear.
Alexander.,Alexander.
Rory!,Rory!
Nelson.,Nelson.
Eu sei que sim.,I know you do.
Eu que agradeço.,Thank you.
Deixe-me perguntar uma coisa.,Let me ask one thing.
Tudo ótimo.,Everything's good.
Logo ali.,Right there.
Está tudo bem agora.,Everything is fine now.
Luta!,Fight!
Eu vou entrar.,I will enter.
De onde vem?,Where do you come from?
Olhem para mim.,Look at me.
Não tenho medo de você.,I'm not afraid of you.
Certamente que não.,Certainly not.
México.,Mexico.
Anjo...,Angel...
Afaste-se dela!,Take away from her!
Por que você diz isso?,Why you say that?
Não dou a mínima.,Not give a damn about.
"Tchau, papai.","Bye, daddy."
Ratos.,Rats.
Você está chorando?,You are crying?
Vamos resolver isso.,Let's solve this.
"Sim, meu senhor.","Yes, my Sir."
"Está bem, querida.",This well baby.
Ela é minha filha.,She is my daughter.
Está me assustando.,It's scaring me.
"Está brincando, certo?","It's kidding, right?"
"Oh, me desculpe.",Oh I'm sorry.
Tenho um encontro.,I have a date.
De que?,What?
Eu direi.,I will say.
Brody.,Brody.
Quer dar uma volta?,Want to take a walk?
Seu bastardo!,You bastard!
Você é nojento.,You are disgusting.
Inútil.,Useless.
Isso ajuda.,It helps.
Então o que aconteceu?,So what happened?
Glenn!,Glenn!
Mil.,Thousand.
Estamos em guerra.,We are in war.
Alarme falso.,False alarm.
"Tudo bem, querido.",Alright my love.
LAPUMiA,Lapumia
É assim mesmo.,Is that so.
Tem certeza que quer fazer isso?,Are you sure you want to do this?
Curioso.,Curious.
Fique de joelhos.,Get on your knees.
"Você está bem, cara?","Are you okay, man?"
Com uma condição.,With a condition.
Está preparado?,Are you ready?
Em dinheiro.,In cash.
Camille.,Camille.
Foi fantástico.,It was fantastic.
Demônios.,Devils.
E sua mãe?,And his mother?
É o que você quer?,And what do you want?
ANTERIORMENTE,PREVIOUSLY
O que fez com ela?,What did you do to her?
Vou dizer.,I will say.
Ele está armado!,He is armed!
Dê um tempo.,Take a while.
Formidável.,Formidable.
Tão cedo?,So early?
Vou dizer uma coisa.,I'll say something.
Dormir.,To sleep.
Reed.,Reed.
"Então, como foi?","So, how was it?"
Não está vendo?,Aren't you seeing?
"Oh, oh.",Oh oh.
Aí estão vocês.,There are you.
Domingo.,Sunday.
Como foi a viagem?,How was the trip?
Jeffrey!,Jeffrey!
O carro.,The car.
Sookie.,Sookie.
Chegaram.,They arrived.
Exterminar!,Exterminate!
Não faça isso comigo.,Do not do this with me.
Você está em casa.,Are you at home.
Sophia.,Sophia.
Está fechado.,It is closed.
Você quer isso?,You want this?
Preciso de mais tempo.,I need more time.
Seria.,He would be.
Francamente!,Quite frankly!
Não consegui dormir.,I could not sleep.
Alguma ideia?,Any idea?
Tenho sim.,Yes I have.
Estamos ficando sem tempo.,We are running out of time.
Graham.,Graham.
Olhe só isso.,Look at that.
Queria.,I wanted.
Muito mal.,Very bad.
"Por favor, ajude-me.",Please help me.
Quer um cigarro?,Want a cigarette?
E pronto.,And ready.
Fugiu.,Ran away.
Eu o encontrei.,I found him.
Como faremos isso?,How do we do it?
Onde está meu filho?,Where is my son?
Vai nessa.,Go for it.
Vou acabar com você.,I will finish you.
Cale essa boca!,Shut up that mouth!
"Sim, você vai.","Yes, you will."
Você precisa de mim.,You need me.
Você fez bem.,You did well.
Conversar?,To talk?
Uma coisa.,One thing.
"Certo, bem...","Right, well ..."
Dwight.,Dwight.
Desliga!,Turns off!
Vou pensar nisso.,I'll think about it.
Salve-me!,Save me!
Eu vi você.,I saw you.
É o mínimo que posso fazer.,It's the least I can do.
Eu errei.,I messed up.
É por isso que estamos aqui.,That's why we are here.
A porta estava aberta.,The door was open.
Tenho trabalho a fazer.,I have work to do.
"Não, não, por favor.","No, no, please."
Você vai gostar.,You will like.
Meu carro.,My car.
Antonio!,Antonio!
Claro que sabe.,Of course you know.
É agora ou nunca.,It's now or never.
Ligo depois.,I call you later.
Você é o próximo.,You're next.
Vejo você lá.,I'll see you there.
Você deve.,You must.
Isso é insano.,This is insane.
Como se diz?,How do you say?
"Cinco, seis, sete, oito.",Five six seven eight.
Eu cuidarei disso.,I will take care of it.
Otário.,Sucker.
Vamos dar um passeio.,Let's take a walk.
Olha quem fala.,Look who's Talking.
Já falamos sobre isso.,We already talked about this.
Pode repetir?,Can repeat?
Ele é incrível.,He is incredible.
Muitas coisas.,Many things.
"Tchau, pessoal.",Bye guys.
Isso é fácil.,That's easy.
Foi ela.,It was her.
Edith.,Edith.
Caraca!,Caraca!
Você sabe o que quero dizer.,You know what I mean.
Você esta bem?,Are you well?
Esperança.,Hope.
"Boa noite, senhora.","Good night, lady."
Muita.,Many.
A minha também.,Mine too.
Deixe-me sair daqui!,Let me get out of here!
Quanto você quer?,How much do you want?
A porta está aberta.,The door is open.
Bomba!,Bomb!
Shaw.,Shaw.
E rápido.,Is fast.
"Não, eu não sou.","No, I'm not."
Abigail.,Abigail.
Já estava na hora.,It was time.
"Obrigado, muito obrigado.",Thank you thank you very much.
Essa não é a questão.,This is not the question.
Joyce!,Joyce!
O que está acontecendo aí?,What's happening there?
Volte para dentro.,Go back in.
Maurice!,Maurice!
É compreensível.,It's understandable.
Quanto tempo vai demorar?,How long will it take?
O que você precisa?,What do you need?
Está decidido.,It's decided.
"Sentem-se, por favor.","Sit down, please."
O que vê?,What you see?
Um milagre.,A miracle.
Stephanie.,Stephanie.
Eu também acho.,I also think.
Não tem jeito.,There's no way.
Já vi.,I already saw.
"Sim, você sabe.",Yes you know.
Erin.,ERIN.
Não estrague tudo.,Do not screw it up.
Maluco.,Mad.
Parece bem.,Sounds nice.
E o senhor?,And you?
Por que quer saber?,Why do you want to know?
Feche seus olhos.,Close your eyes.
Não me venha com essa.,Don't give me that.
Pra mim?,For me?
"Legal, não é?","Cool, huh?"
O que vocês acham?,What do you think?
Por que não se senta?,Why don't you sit down?
Câmbio e desligo.,Gear and turn off.
Suba aqui.,Go up here.
Eu preciso falar com você.,I need to talk to you.
Eu não o conheço.,I do not know him.
Você faria isso?,Would you do it?
Não fizemos nada.,We did nothing.
Meu querido.,My dear.
Quer jogar?,Want to play?
Bonjour.,Bonjour.
Estão ouvindo?,Are you listening?
"Não, Senhor.",No sir.
Vão para casa.,Go home.
Johnson.,Johnson.
Pode sair.,You can go out.
Mais nada.,Nothing more.
"Boa noite, querido.",Goodnight darling.
Ela é muito bonita.,She is very beautiful.
Darcy.,Darcy.
Mãos.,Hands.
"Sim, não.",Yes No.
O que eu te disse?,What did I tell you?
Omar.,The sea.
Não é brincadeira.,It's no joke.
"Sabe, eu...","You know, I..."
Preciso trabalhar.,Need to work.
Não é o que está pensando.,It's not what you are thinking.
Amen.,Amen.
Eu falhei.,I failed.
Não se levante.,Don't get up.
É genial.,It's genius.
Senta aí.,Sit down.
Estamos mortos.,We are dead.
Temos que fazer alguma coisa.,We have to do something.
Acha isso engraçado?,Do you think this funny?
Percy.,Percy.
Você está sozinho?,Are you alone?
Encontrou alguma coisa?,Did you find anything?
"Boa tarde, senhor.",Good afternoon sir.
Não vai demorar muito.,It won't take too long.
Não foi assim.,It was not so.
"Sim, entre.","Yes, between."
Ajudar?,To help?
Daphne.,Daphne.
Dom.,Sun.
Apenas isso.,Only that.
Desçam!,Go down!
Me pegou.,Got me.
Cocaína.,Cocaine.
Não estou bem.,I am not well.
Foi tudo bem.,It was okay.
Eu não sei do que você está falando.,I do not know what you're talking about.
É um idiota.,It's an idiot.
Você deveria ir.,You should go.
Pra cima!,Up!
Não matei ninguém.,I didn't kill anyone.
Diego!,Diego!
Enlouqueceu?,Gone mad?
"Estou bem, estou bem.","I'm fine, I'm fine."
Esther!,Esther!
É este.,It's this one.
Au!,Au!
Aí vêm eles.,Then they come.
Isso é muito.,This is too much.
Deixe pra lá.,Nevermind.
É muito bonita.,It is very beautiful.
"Sim, ok.","Yes, OK."
"Certo, já chega.","Okay, enough."
Boa Noite.,Goodnight.
Tomem cuidado.,Be careful.
Você não vai a lugar nenhum.,You don't go anywhere.
Volte para casa.,Come back home.
Vamos fazê-lo.,Let's do it.
Não me faça rir.,Do not make me laugh.
É só uma questão de tempo.,It's only a matter of time.
É uma mulher.,Is a woman.
No carro.,In the car.
A mesma coisa.,The same thing.
Atrás.,Back.
Vejo.,I see.
Tire-a daqui.,Take it out of here.
O que estamos procurando?,What are we looking for?
Marion.,Marion.
Você é tão bonita.,You are so pretty.
Em algum lugar.,Somewhere.
"Não, não é verdade.","No, it's not true."
3ª Temporada |,Season 3 |
"Não, nem um pouco.",No not a bit.
Tentarei.,I will try.
O que encontrou?,What did you find?
"Bom dia, senhores.",Good morning gentlemen.
Isso o quê?,This what?
Você entende isso?,You understand this?
"Então, sim.",So yes.
"Ah, tudo bem.","Ah, all right."
Diga a eles.,Tell them.
Então vamos lá.,So come on.
Batman!,Batman!
"Sim, é mesmo.",Yes it is.
Não consigo fazer isso.,I can not do that.
Você não está bem.,You are not well.
Onde nós estamos?,Where we are?
É a minha mãe.,It's my mother.
Com fome?,Hungry?
Wallace.,Wallace.
E este?,It's this one?
De graça.,For free.
cara.,face.
Tudo é possível.,Everything is possible.
o quê?,what?
Chega de conversa.,Enough talk.
Esse é o ponto.,This is the point.
Boa resposta.,Nice answer.
"Certo, bom.","Okay, well."
Não fale comigo.,Do not talk to me.
Dançar?,To dance?
Cresça.,Grow.
O que ela faz aqui?,What does she do here?
Obrigada por ter vindo.,Thank you for coming.
Nós podemos.,We can.
Ele é muito bom.,He is very good.
Eu vou tentar.,I am going to try.
Onde está a garota?,Where is the girl?
Ele gosta de você.,He likes you.
Você disse isso.,You said that.
"Ei, como vai?","Hey, how are you?"
É o quê?,Which is?
"Olha, eu...","Look, I ..."
Sexta-feira.,Friday.
Poderia ser pior.,Can be worse.
Mudei de idéia.,I changed my mind.
Você vai conseguir.,You will get it.
Não fique assim.,Don't be like this.
Quer mesmo saber?,Do you really want to know?
Sheldon.,Sheldon.
Delícia.,Delight.
Não acontecerá de novo.,It won't happen again.
Nah.,Nah.
Aí mesmo.,Right there.
Não acredito nisto.,I don't believe it.
Acho que é.,I think it is.
Eu conheço.,I know.
Não está ajudando.,It is not helping.
Por que paramos?,Why do we stop?
Minha vida.,My life.
Estou sozinho.,I'm alone.
Não acredita?,Do not believe?
É tão lindo.,Is so beautiful.
Livre-se dele.,Get rid of it.
Atrás deles!,Behind them!
Entende o que eu digo?,Do you understand what I say?
Esta tudo bem.,Everything is fine.
Abra-o.,Open it.
Que diabos foi aquilo?,What the hell was that?
Sou médico.,I am a doctor.
Quer vir comigo?,Want to come with me?
Bam!,Bam!
Eles voltaram.,They are back.
E o que seria?,And what would it be?
Você gosta dele?,Do you like him?
Pessoalmente.,Personally.
Onde estão as crianças?,Where are the children?
Ops!,Oops!
Já foi.,It's already gone.
Não vou te machucar.,I won't hurt you.
Piper.,Piper.
Stacy.,Stacy.
Quero falar com ele.,I want to talk to him.
"Então, o que você acha?",So what do you think?
Vamos dar um jeito.,Let's find a way.
É de verdade?,Is it real?
Você esqueceu?,You forgot?
Não se lembra de mim?,Do not you remember me?
Ora essa!,Now this!
Mentiu para mim.,Lied to me.
Sofia.,Sofia.
"Não, não sabe.","No, don't know."
Atirar!,Shoot!
Você queria me ver?,Did you want to see me?
Alteza.,Highness.
Bolo?,Cake?
Foi engraçado.,It was funny.
Disparar!,Shoot!
Por onde começamos?,Where do we start?
Você não quer fazer isso.,You don't want to do that.
Alguém ajude!,Someone help!
Por que será?,I wonder why?
É delicioso.,It's delicious.
Juliette.,Juliette.
"Mas, senhor...","But, sir ..."
Mágica.,Magic.
Não posso ficar.,I can not stay.
Então tá.,All right then.
"Em nome do Pai, do Filho e do Espírito Santo.","In the name of the Father, the Son, and the Holy Spirit."
Vou te dizer.,I'll tell you.
Eu o odeio.,I hate him.
Docinho.,Candy.
O que estava dizendo?,What were you saying?
Esse tipo de coisa.,This kind of thing.
Ele já foi.,He is gone.
Ou talvez não.,Or maybe not.
Temos tempo.,We have time.
Walker.,Walker.
Me entende?,Understand me?
"O que foi, querida?","What is it, honey?"
Pare agora!,Stop now!
Temos que nos apressar.,We have to hurry.
Fique tranquilo.,Rest assured.
"Obrigado, Srta.","Thank you, Miss."
Aqui está bom.,Here it is good.
Encontrou?,It found?
"Agora, sim.",Now yes.
Tem dinheiro?,Have money?
Lá vem.,Here it comes.
Isto é seu?,Is this yours?
Ela voltou.,She came back.
Encantada.,Delighted.
Trinta.,Thirty.
Maddy?,Maddy?
Clássico.,Classic.
Bud!,Bud!
Não desse jeito.,Not this way.
Não há nada que eu possa fazer.,There is nothing I can do.
Está cansado?,Is tired?
Nadinha.,Nadinha.
Como foi o seu dia?,How was your day?
Um médico!,A doctor!
Que incrível.,Amazing.
Como descobriu?,How did you find out?
Stu!,STU!
Já estive melhor.,I've been better.
Você pegou?,Did you get it?
Misericórdia!,Compassion!
Ladrões!,Thieves!
Joshua.,Joshua.
Você não é nada.,You are nothing.
Papai Noel?,Santa Claus?
Vai correr tudo bem.,Everything will work out.
"Blá, blá, blá.",Blah blah blah.
Você é um monstro.,You are a monster.
Isso não será necessário.,This will not be necessary.
Pergunte a ela.,Ask her.
Eu lhe imploro.,I beg you.
São muitos.,Are many.
"Por favor, entrem.",Please enter.
Eu sei lá.,I do not know.
O que eu sou?,What I am?
Washington.,Washington.
Drew.,Drew.
Não o quê?,No what?
Dance!,Dance!
"Sim, eu estou.",Yes I am.
Me dê as chaves.,Give me the keys.
Branca!,White!
Não se apresse.,Do not hurry.
Eu não fumo.,I do not smoke.
Irei com você.,I will go with you.
Acabe com isso.,End with that.
Eu só estava...,I was just...
De maneira alguma.,No way.
Ele me disse.,He told me.
Fale com ela.,Talk to her.
Eu já sei.,I already know.
É uma droga.,It's a drug.
Aguenta.,Hold on.
Ava.,AVA.
"Sim, sim, claro.","Yes, yes, of course."
Temo que não.,I fear not.
Pensei que...,I thought that...
Todos sabem disso.,Everyone knows it.
Estava dormindo?,I was asleep?
Quem dera.,I wish.
Leve-a.,Take her.
Por conta da casa.,On behalf of the house.
10 minutos.,10 minutes.
G,G
Ella.,It.
Onde elas estão?,Where they are?
"Certo, espere.","Right, wait."
Lilly!,Lilly!
Exacto.,Exactly.
Você não acredita em mim.,You do not believe me.
Essa sou eu.,That's me.
Ele não pode.,He can not.
Confesse.,Confess.
Claramente.,Clearly.
Nós iremos.,We will.
Eu não tenho escolha.,I do not have a choice.
Acha que sou idiota?,Do you think I'm stupid?
"Ok, ótimo.","Ok, great."
PERIGO,DANGER
Não posso mais fazer isso.,I can not do this anymore.
